proj	ts	deg	stage	art	seq	feat	phase	verdict	action	nrub	nfail	nblk	nadv	nesc
assistente-pessoal	-	1	plan-review	google-calendar-read-phase-2-consent-credential-revocation	2	google-calendar-read	2	APPROVED	final_flip	21	0	0	0	0
